199.8780	0.2666
200.1320	0.3910
200.3850	0.0119
200.6390	0.2551
200.8920	0.4123
201.1460	0.1748
201.4000	0.1081
201.6530	0.1367
201.9070	0.2632
202.1610	0.0101
202.4140	-0.0504
202.6680	0.3781
202.9220	0.2951
203.1750	0.2365
203.4290	0.0657
203.6830	0.3824
203.9360	0.6362
204.1900	0.3262
204.4430	0.7810
204.6970	0.9350
204.9510	0.3640
205.2040	0.1093
205.4580	0.2833
205.7120	0.6534
205.9650	0.3501
206.2190	0.2877
206.4730	0.3703
206.7260	0.2523
206.9800	0.4549
207.2330	0.1728
207.4870	-0.0746
207.7410	0.1912
207.9940	0.4143
208.2480	0.3946
208.5020	0.1712
208.7550	0.2225
209.0090	0.5213
209.2630	0.7077
209.5160	0.2507
209.7700	0.0502
210.0240	0.4663
210.2770	0.3628
210.5310	0.0340
210.7840	-0.0597
211.0380	0.0534
211.2920	-0.0979
211.5450	-0.0315
211.7990	0.5610
212.0530	0.8590
212.3060	0.6445
212.5600	0.1817
212.8140	0.1063
213.0670	0.1471
213.3210	0.2333
213.5750	0.2486
213.8280	0.4088
214.0820	0.7809
214.3350	0.3703
214.5890	0.1991
214.8430	0.2563
215.0960	0.6862
215.3500	0.4871
215.6040	0.3893
215.8570	0.1942
216.1110	0.2840
216.3650	0.0966
216.6180	0.0712
216.8720	0.2357
217.1260	0.1131
217.3790	0.3273
217.6330	0.1076
217.8860	0.2477
218.1400	0.2510
218.3940	0.0858
218.6470	0.0562
218.9010	0.0776
219.1550	0.2264
219.4080	0.0104
219.6620	-0.1068
219.9160	0.2300
220.1690	0.4590
220.4230	0.4006
220.6770	0.3572
220.9300	0.1021
221.1840	0.0042
221.4370	-0.0880
221.6910	-0.0808
221.9450	0.0828
222.1980	0.1752
222.4520	0.2885
222.7060	0.4692
222.9590	0.3975
223.2130	0.4571
223.4670	0.3783
223.7200	0.4266
223.9740	0.4308
224.2280	0.1936
224.4810	0.3080
224.7350	0.2066
224.9880	0.2998
225.2420	0.7301
225.4960	0.5683
225.7490	0.7388
226.0030	0.6833
226.2570	0.3512
226.5100	0.0487
226.7640	0.5229
227.0180	0.5654
227.2710	0.5110
227.5250	0.3257
227.7790	0.1255
228.0320	0.3909
228.2860	0.7363
228.5390	0.5274
228.7930	0.1408
229.0470	0.3230
229.3000	0.9238
229.5540	0.9431
229.8080	0.4368
230.0610	0.4561
230.3150	0.6148
230.5690	0.1711
230.8220	0.1929
231.0760	0.3450
231.3300	0.2800
231.5830	0.3651
231.8370	0.1049
232.0900	0.0922
232.3440	0.1901
232.5980	0.2881
232.8510	0.4692
233.1050	0.3189
233.3590	0.9027
233.6120	0.4732
233.8660	0.2224
234.1200	0.2957
234.3730	0.7128
234.6270	0.5814
234.8800	0.0917
235.1340	0.1569
235.3880	0.6483
235.6410	0.3314
235.8950	-0.0048
236.1490	0.1361
236.4020	0.3419
236.6560	0.4458
236.9100	0.0469
237.1630	0.3429
237.4170	0.3230
237.6710	-0.0369
237.9240	0.1783
238.1780	0.3809
238.4310	0.3139
238.6850	0.1692
238.9390	0.3210
239.1920	0.1942
239.4460	0.5958
239.7000	0.4421
239.9530	0.0118
240.2070	0.4651
240.4610	0.5370
240.7140	0.3381
240.9680	0.2269
241.2220	0.1724
241.4750	0.2067
241.7290	0.0824
241.9820	0.1639
242.2360	0.5648
242.4900	0.4482
242.7430	0.2979
242.9970	1.0326
243.2510	0.5247
243.5040	0.3515
243.7580	0.0627
244.0120	0.1274
244.2650	1.0173
244.5190	0.8542
244.7730	0.2463
245.0260	0.2024
245.2800	0.3243
