199.8780	0.0524
200.1320	0.0573
200.3850	0.0017
200.6390	0.0137
200.8920	0.0394
201.1460	0.0268
201.4000	0.0148
201.6530	0.0172
201.9070	0.0346
202.1610	0.0022
202.4140	-0.0076
202.6680	0.0443
202.9220	0.0356
203.1750	0.0299
203.4290	0.0078
203.6830	0.0480
203.9360	0.0764
204.1900	0.0387
204.4430	0.0943
204.6970	0.1159
204.9510	0.0457
205.2040	0.0152
205.4580	0.0348
205.7120	0.0658
205.9650	0.0342
206.2190	0.0346
206.4730	0.0382
206.7260	0.0271
206.9800	0.0571
207.2330	0.0206
207.4870	-0.0106
207.7410	0.0196
207.9940	0.0479
208.2480	0.0486
208.5020	0.0210
208.7550	0.0307
209.0090	0.0727
209.2630	0.0904
209.5160	0.0322
209.7700	0.0103
210.0240	0.0346
210.2770	0.0304
210.5310	0.0038
210.7840	-0.0046
211.0380	0.0077
211.2920	-0.0080
211.5450	-0.0026
211.7990	0.0675
212.0530	0.1039
212.3060	0.0805
212.5600	0.0220
212.8140	0.0127
213.0670	0.0138
213.3210	0.0255
213.5750	0.0295
213.8280	0.0494
214.0820	0.0928
214.3350	0.0466
214.5890	0.0212
214.8430	0.0266
215.0960	0.0804
215.3500	0.0592
215.6040	0.0509
215.8570	0.0248
216.1110	0.0357
216.3650	0.0126
216.6180	0.0067
216.8720	0.0280
217.1260	0.0163
217.3790	0.0438
217.6330	0.0181
217.8860	0.0309
218.1400	0.0325
218.3940	0.0152
218.6470	0.0112
218.9010	0.0119
219.1550	0.0427
219.4080	0.0087
219.6620	-0.0111
219.9160	0.0305
220.1690	0.0578
220.4230	0.0486
220.6770	0.0439
220.9300	0.0135
221.1840	0.0035
221.4370	-0.0105
221.6910	-0.0109
221.9450	0.0086
222.1980	0.0217
222.4520	0.0360
222.7060	0.0576
222.9590	0.0488
223.2130	0.0592
223.4670	0.0412
223.7200	0.0479
223.9740	0.0542
224.2280	0.0270
224.4810	0.0400
224.7350	0.0281
224.9880	0.0402
225.2420	0.0912
225.4960	0.0608
225.7490	0.0912
226.0030	0.0840
226.2570	0.0452
226.5100	0.0087
226.7640	0.0492
227.0180	0.0615
227.2710	0.0629
227.5250	0.0418
227.7790	0.0172
228.0320	0.0474
228.2860	0.0867
228.5390	0.0554
228.7930	0.0183
229.0470	0.0438
229.3000	0.1133
229.5540	0.1159
229.8080	0.0540
230.0610	0.0580
230.3150	0.0786
230.5690	0.0216
230.8220	0.0223
231.0760	0.0447
231.3300	0.0400
231.5830	0.0490
231.8370	0.0150
232.0900	0.0123
232.3440	0.0263
232.5980	0.0364
232.8510	0.0546
233.1050	0.0401
233.3590	0.1111
233.6120	0.0585
233.8660	0.0280
234.1200	0.0405
234.3730	0.0911
234.6270	0.0579
234.8800	0.0021
235.1340	0.0200
235.3880	0.1131
235.6410	0.0580
235.8950	0.0025
236.1490	0.0209
236.4020	0.0437
236.6560	0.0543
236.9100	0.0077
237.1630	0.0452
237.4170	0.0417
237.6710	-0.0042
237.9240	0.0227
238.1780	0.0467
238.4310	0.0390
238.6850	0.0201
238.9390	0.0418
239.1920	0.0284
239.4460	0.0782
239.7000	0.0553
239.9530	-0.0020
240.2070	0.0418
240.4610	0.0597
240.7140	0.0402
240.9680	0.0318
241.2220	0.0266
241.4750	0.0292
241.7290	0.0118
241.9820	0.0222
242.2360	0.0676
242.4900	0.0525
242.7430	0.0345
242.9970	0.1241
243.2510	0.0634
243.5040	0.0400
243.7580	0.0097
244.0120	0.0182
244.2650	0.1202
244.5190	0.1039
244.7730	0.0325
245.0260	0.0267
245.2800	0.0429
245.5330	0.0739
245.7870	0.0376
246.0410	0.0346
246.2940	0.0765
246.5480	0.0554
246.8020	0.0350
247.0550	0.0447
247.3090	0.0910
247.5630	0.0685
247.8160	0.0500
248.0700	0.0601
248.3240	0.1105
248.5770	0.0580
248.8310	0.0089
249.0840	0.0378
249.3380	0.0473
249.5920	0.0625
249.8450	0.0237
250.0990	0.0551
250.3530	0.0859
250.6060	0.0524
250.8600	0.0126
251.1140	-0.0050
251.3670	0.0702
251.6210	0.0700
251.8750	0.0441
252.1280	0.0544
252.3820	0.0705
252.6350	0.0657
252.8890	0.0478
253.1430	0.0159
253.3960	0.0464
253.6500	0.0815
253.9040	0.0414
254.1590	0.0073
254.4130	0.0591
254.6670	0.1026
254.9220	0.1046
255.1760	0.1207
255.4310	0.0603
255.6850	0.0519
255.9390	0.0608
256.1940	0.0171
256.4480	0.0199
256.7020	0.0370
256.9570	0.0517
257.2110	0.0535
257.4650	0.0747
257.7200	0.1569
257.9740	0.1011
258.2280	0.0705
258.4830	0.0412
258.7370	0.0344
258.9920	0.0464
259.2460	0.0431
259.5000	0.0494
