wl hlf
595.636 2574.591
595.914 2251.254
596.193 1941.814
596.472 2133.561
596.751 2556.279
597.029 2529.834
597.308 2347.939
597.587 2206.802
597.866 2218.271
598.144 1704.341
598.423 1552.634
598.702 1999.597
598.981 2403.116
599.259 2555.976
599.538 2210.557
599.817 2076.383
600.096 2467.502
600.374 2434.905
600.653 2076.221
600.932 2420.799
601.210 2317.666
601.489 1843.571
601.768 2178.487
602.047 2383.782
602.325 2258.904
602.604 2146.035
602.883 2248.824
603.162 2444.922
603.440 2421.610
603.719 1705.699
603.998 1961.634
604.277 1933.737
604.555 2037.635
604.834 2305.648
605.113 1593.797
605.392 2033.156
605.670 2588.730
605.949 1915.268
606.228 1733.277
606.507 2269.541
606.785 2178.725
607.064 2020.788
607.343 1497.558
607.622 1720.778
607.900 2083.957
608.179 1707.785
608.458 1441.147
608.736 1724.204
609.015 2343.975
609.294 2312.630
609.573 2051.010
609.851 2388.491
610.130 2363.257
610.409 1878.042
610.688 1375.604
610.966 1892.307
611.245 2247.370
611.524 2030.426
611.803 1595.429
612.081 2053.995
612.360 2442.922
612.639 2010.539
612.918 2134.753
613.196 3020.931
613.475 2388.642
613.754 1498.204
614.033 1395.744
614.311 2271.625
614.590 2170.595
614.869 1613.602
615.148 1292.932
615.426 1641.686
615.705 2382.950
615.984 2274.606
616.263 1586.389
616.541 1447.168
616.820 1933.886
617.099 1476.650
617.377 1971.049
617.656 2745.105
617.935 2233.571
618.214 1796.680
618.492 1327.069
618.771 2152.551
619.050 2712.685
619.329 2703.153
619.607 1783.850
619.886 2000.747
620.165 2258.368
620.444 1956.234
620.722 1580.630
621.001 1621.304
621.280 1915.793
621.559 2038.801
621.837 2476.889
622.116 2358.107
622.395 2000.535
622.674 1538.766
622.952 1301.658
623.231 2153.529
623.510 2177.678
623.789 1722.748
624.067 1390.612
624.346 1641.636
624.625 1894.347
624.904 1765.260
625.182 1491.479
625.461 1779.901
625.740 2298.898
626.018 2029.061
626.297 1501.286
626.576 2610.324
626.855 2562.585
627.133 1860.884
627.412 1398.381
627.691 1777.583
627.970 2508.685
628.248 1756.665
628.527 1242.242
628.806 1691.117
629.085 1997.433
629.363 1551.433
629.642 1194.228
629.921 1989.243
630.200 2178.550
630.478 2390.467
630.757 1959.868
631.036 1914.363
631.315 3110.426
631.593 2157.291
631.872 1349.320
632.151 1882.687
632.430 2105.817
632.708 1664.885
632.987 1379.510
633.266 1771.087
633.544 2458.409
633.823 1747.858
634.102 1218.158
634.381 1597.397
634.659 1948.230
634.938 1648.265
635.217 1758.091
635.496 2085.947
635.774 2806.904
636.053 1944.008
636.332 1406.187
636.611 1876.877
636.889 1939.713
637.168 1438.559
637.447 1551.947
637.726 2153.502
638.004 2287.378
638.283 1589.955
638.562 1260.449
638.841 2106.766
639.119 2126.273
639.398 1515.994
639.677 1768.464
639.956 1967.320
640.234 2028.223
640.513 1602.066
640.792 1392.445
641.070 1753.213
641.349 1819.732
641.628 1475.874
641.907 1195.170
642.185 1617.800
642.464 1743.144
642.743 1293.478
643.022 1951.903
643.300 2117.268
643.579 2206.315
643.858 1501.267
644.137 985.161
644.415 1530.463
644.694 1708.464
644.973 1881.706
645.252 1530.023
645.530 1753.277
645.809 1928.162
646.088 1483.108
646.367 1179.930
646.645 1669.372
646.924 1811.561
647.203 1240.721
647.482 1022.589
647.760 1501.314
648.039 2002.743
648.318 1595.371
648.596 1143.534
648.875 1536.525
649.154 1864.965
649.433 1401.819
649.711 1174.980
649.990 1481.412
650.269 2047.844
650.548 1654.872
650.826 1160.855
651.105 1522.636
651.384 1858.641
651.663 1365.546
651.941 1027.444
652.220 1476.852
652.499 1641.890
652.778 1259.197
653.056 1255.839
653.335 1523.349
653.614 1789.279
653.893 1445.403
654.171 1193.811
654.450 1648.938
654.729 1825.641
655.008 1413.186
655.286 1276.055
655.565 1524.552
655.844 1659.365
656.123 2292.110
656.401 1876.750
656.680 1482.651
656.959 1723.168
657.237 1345.273
657.516 1305.551
657.795 1803.386
658.074 1902.428
658.352 1422.463
658.631 1124.616
658.910 1764.955
659.189 1890.758
659.467 1300.713
659.746 1171.981
660.025 1614.556
660.304 1880.939
660.582 1486.581
660.861 1248.970
661.140 1350.888
661.419 1649.435
661.697 1276.788
661.976 1055.004
662.255 1556.078
662.534 1910.937
662.812 1429.580
663.091 1243.277
663.370 1702.545
663.649 1710.012
663.927 1486.230
664.206 1180.581
664.485 1646.698
664.764 2178.512
665.042 1584.760
665.321 1161.692
665.600 1653.319
665.878 1861.288
666.157 1464.147
666.436 1160.137
666.715 1667.865
666.993 1941.136
667.272 1337.613
667.551 1116.991
667.830 1893.864
668.108 1885.946
668.387 1352.023
668.666 1321.866
668.945 2129.754
669.223 1998.528
669.502 1422.507
669.781 1176.702
670.060 2082.803
670.338 2321.885
670.617 1573.263
670.896 1418.984
671.175 1790.244
671.453 1611.606
671.732 1198.723
672.011 1184.188
672.290 1551.358
672.568 1736.267
672.847 1290.130
673.126 1015.565
673.404 1656.431
673.683 1939.990
673.962 1339.734
674.241 1078.747
674.519 1591.065
674.798 2087.164
675.077 1532.442
675.356 1123.973
675.634 1814.909
675.913 1981.813
676.192 1484.916
676.471 1238.548
676.749 1825.173
677.028 2066.584
677.307 1586.597
677.586 1239.059
677.864 1662.839
678.143 2234.334
678.422 1606.850
678.701 1054.932
678.979 1480.943
679.258 1840.560
679.537 1425.918
679.816 1178.976
680.094 1826.281
680.373 2133.096
680.652 1537.047
680.930 1151.633
681.209 1710.277
681.488 2113.816
681.767 1578.641
682.045 1162.976
682.324 1710.835
682.603 1966.002
682.882 1401.781
683.160 1238.581
683.439 1365.824
683.718 1854.166
683.997 1752.546
684.275 1376.847
684.554 1671.209
684.833 2088.789
685.112 1484.983
685.390 1941.259
685.669 1878.311
685.948 1709.504
686.227 1400.311
686.505 1238.625
686.784 1569.309
687.063 1770.797
687.342 1522.641
687.620 1228.474
687.899 1414.513
688.178 1498.926
688.457 1276.428
688.735 1186.044
689.014 1816.188
689.293 2000.194
689.571 1440.866
689.850 1094.832
690.129 1577.032
690.408 1897.906
690.686 1375.126
690.965 1094.985
691.244 1632.477
691.523 2014.892
691.801 1475.931
692.080 1094.028
692.359 1536.302
692.638 1839.158
692.916 1289.887
693.195 996.009
693.474 1814.439
693.753 2087.962
694.031 1363.136
694.310 1457.493
694.589 1737.514
694.868 1713.694
695.146 1204.494
695.425 963.348
695.704 1653.204
695.983 2121.136
696.261 2231.406
696.540 1479.731
696.825 1297.128
697.110 1650.541
697.395 1317.950
697.680 1630.009
697.965 1997.071
698.250 1763.601
698.535 1250.686
698.819 1067.045
699.104 2064.049
699.389 2422.673
699.674 1579.525
699.959 1085.056
700.244 1593.977
700.529 1884.408
700.814 1549.809
701.099 1244.758
701.384 1658.845
701.669 1937.396
701.954 1429.595
702.239 1245.251
702.524 1717.119
702.809 1720.420
703.094 1321.268
703.378 1167.010
703.663 1618.202
703.948 1780.371
704.233 1347.489
704.518 1295.972
704.803 2008.336
705.088 2011.345
705.373 1441.520
705.658 1102.892
705.943 1387.719
706.228 1926.086
706.513 1471.847
706.798 1070.529
707.083 1610.712
707.368 1789.199
707.653 1333.046
707.937 1092.161
708.222 1613.652
708.507 2026.624
708.792 1462.099
709.077 1104.909
709.362 1644.553
709.647 1927.182
709.932 2190.909
710.217 1547.850
710.502 1435.710
710.787 1885.520
711.072 1407.129
711.357 1072.875
711.642 1513.475
711.927 1645.108
712.211 1266.735
712.496 1006.808
712.781 1500.533
713.066 1801.463
713.351 1376.006
713.636 1007.997
713.921 1460.826
714.206 2140.529
714.491 1574.857
714.776 1122.135
715.061 1657.395
715.346 2520.022
715.631 1674.071
715.916 993.813
716.201 1371.421
716.486 1812.449
716.770 1645.327
717.055 1268.427
717.340 1920.746
717.625 2028.354
717.910 1355.565
718.195 1125.451
718.480 1664.843
718.765 2093.327
719.050 1434.983
719.335 1047.400
719.620 1533.747
719.905 1901.187
720.190 1939.490
720.475 1419.386
720.760 1664.276
721.045 2511.919
721.329 1716.495
721.614 1078.395
721.899 1353.767
722.184 1747.133
722.469 1401.069
722.754 1159.233
723.039 1953.824
723.324 2065.860
723.609 1420.529
723.894 1221.934
724.179 1658.688
724.464 2012.016
724.749 1428.734
725.034 1069.893
725.319 1567.496
725.603 1904.565
725.888 1532.796
726.173 1222.453
726.458 1704.708
726.743 2025.072
727.028 1433.878
727.313 1373.441
727.598 1870.203
727.883 2048.569
728.168 1304.705
728.453 1329.751
728.738 1764.625
729.023 1753.242
729.308 1336.383
729.593 1097.271
729.878 1498.291
730.162 1756.830
730.447 1322.350
730.732 1069.180
731.017 1649.655
731.302 2113.742
731.587 1813.694
731.872 1328.430
732.157 1702.754
732.442 1902.996
732.727 1343.718
733.012 1023.960
733.297 1506.135
733.582 1814.396
733.867 1412.512
734.152 1068.599
734.437 1308.261
734.721 1689.286
735.006 1393.003
735.291 1237.645
735.576 1354.489
735.861 1543.726
736.146 1381.612
736.431 1181.853
736.716 1576.689
737.001 2027.509
737.286 1432.962
737.571 1066.214
737.856 1304.007
738.141 1713.717
738.426 1272.218
738.711 963.087
738.995 1392.120
739.280 1918.738
739.565 1738.109
739.850 1341.384
740.135 1755.358
740.420 2026.198
740.705 1475.955
740.990 1101.728
741.275 1680.112
741.560 1960.585
741.845 1410.380
742.130 1200.562
742.415 1715.115
742.700 1860.230
742.985 1299.348
743.270 1087.596
743.554 1446.443
743.839 1865.252
744.124 1384.045
744.409 1068.506
744.694 1674.554
744.979 1868.084
745.264 1385.572
745.549 1006.749
745.834 1502.918
746.119 2065.227
746.404 1493.769
746.689 1048.925
746.974 1474.287
747.259 1491.431
747.544 1213.030
747.829 1083.911
748.113 1695.260
748.398 1780.288
748.683 1215.113
748.968 1084.763
749.253 1652.009
749.538 1893.154
749.823 1398.471
750.108 1096.617
750.393 1709.470
750.678 2052.966
750.963 1511.410
751.248 1095.473
751.533 1654.180
751.818 1815.331
752.103 1291.959
752.387 1138.610
752.672 1712.975
752.957 2110.504
753.242 1409.548
753.527 1139.078
753.812 1599.712
754.097 1954.729
754.382 1505.998
754.667 1157.982
754.952 1898.882
755.237 1824.742
755.522 1572.321
755.807 1366.229
756.092 1826.384
756.377 2370.773
756.662 1626.300
756.946 1117.162
757.231 1513.127
757.516 1890.724
757.801 1342.140
758.086 1037.794
758.371 1691.568
758.656 1933.698
758.941 1433.233
759.226 1159.530
759.511 1243.335
759.796 1661.830
760.081 1334.678
760.366 1101.595
760.651 1534.156
760.936 1729.498
761.221 1403.367
761.505 1141.654
761.790 1679.859
762.075 2033.361
762.360 1476.146
762.645 1171.488
762.930 1720.899
763.215 6231.669
763.500 3870.120
763.791 1240.952
764.082 1395.236
764.373 1744.617
764.664 1501.557
764.955 1213.771
765.247 1681.096
765.538 1916.400
765.829 1266.802
766.120 1018.634
766.411 1609.077
766.702 2057.538
766.993 1496.806
767.284 1269.067
767.575 1750.215
767.866 1921.942
768.157 1466.885
768.449 1208.765
768.740 1798.605
769.031 1885.501
769.322 1344.260
769.613 1165.915
769.904 1521.718
770.195 1746.023
770.486 1285.312
770.777 1024.398
771.068 1692.127
771.359 2031.588
771.651 1473.587
771.942 986.868
772.233 1515.425
772.524 1938.075
772.815 1584.163
773.106 1273.931
773.397 1719.549
773.688 1872.186
773.979 1323.908
774.270 1029.953
774.561 1629.182
774.853 2320.985
775.144 1550.936
775.435 1018.934
775.726 1712.047
776.017 1811.683
776.308 1171.481
776.599 1055.670
776.890 1743.721
777.181 2058.804
777.472 1403.358
777.763 1155.433
778.055 1797.546
778.346 2178.056
778.637 1638.932
778.928 1226.183
779.219 1793.435
779.510 1808.752
779.801 1226.309
780.092 1070.547
780.383 1453.481
780.674 1670.091
780.965 1388.787
781.257 1222.672
781.548 1740.288
781.839 1991.350
782.130 1476.085
782.421 1128.168
782.712 1612.508
783.003 1782.910
783.294 1475.180
783.585 1216.752
783.876 1657.590
784.167 2085.998
784.459 1498.347
784.750 1100.543
785.041 1645.395
785.332 1711.944
785.623 1346.443
785.914 1131.156
786.205 1562.699
786.496 1846.967
786.787 1384.036
787.078 1104.210
787.369 1744.053
787.661 1827.067
787.952 1229.467
788.243 1239.424
788.534 1848.162
788.825 1930.969
789.116 1922.417
789.407 1567.798
789.698 1757.000
789.989 2479.456
790.280 1840.093
790.571 1195.871
790.863 1569.655
791.154 1964.536
791.445 1468.283
791.736 1142.274
792.027 1635.892
792.318 1921.718
792.609 1400.859
792.900 1174.937
793.191 1696.438
793.482 2579.527
793.773 1895.019
794.065 1285.619
794.356 1825.547
794.647 2126.768
794.938 1609.124
795.229 1237.247
795.520 1388.414
795.811 1869.838
796.102 1512.278
796.393 1246.531
796.684 1562.548
796.975 1856.545
797.267 1492.134
797.558 1083.770
797.849 1377.740
798.140 1820.996
798.431 1496.041
798.722 1285.364
799.013 2176.749
799.304 2579.777
799.595 1741.995
799.886 1619.815
800.177 1962.028
800.469 2006.365
800.760 1508.504
801.051 1083.193
801.342 1701.843
801.633 1983.412
801.924 1371.968
802.215 1186.472
802.506 1727.591
802.797 1841.694
803.088 1393.104
803.379 1160.684
803.671 1451.147
803.962 1980.801
804.253 1534.710
804.544 1390.452
804.835 1830.345
805.126 3210.753
805.417 2222.691
805.708 1222.500
805.999 1599.132
806.290 1858.536
806.581 1598.393
806.873 1327.078
807.164 1708.953
807.455 2093.432
807.746 1546.627
808.037 1164.991
808.328 1660.311
808.619 1868.904
808.910 1424.517
809.201 1164.142
809.492 1608.629
809.783 1830.723
810.075 1317.903
810.366 1101.303
810.657 1577.762
810.948 1842.691
811.239 1293.532
811.530 968.606
811.821 1511.416
812.112 1856.525
812.404 1275.354
812.695 988.695
812.986 1479.356
813.277 1749.422
813.569 1413.737
813.860 1187.118
814.151 1647.067
814.442 1790.166
814.734 1497.883
815.025 1216.762
815.316 1662.663
815.607 1877.524
815.899 1322.884
816.190 1075.292
816.481 1658.261
816.772 1783.507
817.064 1343.541
817.355 1032.325
817.646 1491.919
817.937 1910.735
818.229 1538.650
818.520 1147.042
818.811 1611.982
819.102 1976.117
819.394 1451.950
819.685 1134.154
819.976 1617.117
820.267 1836.900
820.559 1435.737
820.850 1150.471
821.141 1494.321
821.432 1799.669
821.723 1404.533
822.015 1202.634
822.306 1415.793
822.597 1701.541
822.888 1429.373
823.180 1108.944
823.471 1365.381
823.762 1792.608
824.053 1434.333
824.345 1003.865
824.636 1595.597
824.927 1812.630
825.218 1453.243
825.510 1139.267
825.801 1192.626
826.092 1365.773
826.383 1315.822
826.675 1177.595
826.966 1445.070
827.257 1726.111
827.548 1354.394
827.840 1059.568
828.131 1518.882
828.422 1732.507
828.713 1404.778
829.005 1424.247
829.296 1631.891
829.587 1643.250
829.878 1324.880
830.170 1134.196
830.461 1523.118
830.752 1841.710
831.043 1347.447
831.335 1079.002
831.626 1375.223
831.917 1715.153
832.208 1404.427
832.499 1146.033
832.791 1230.832
833.082 1406.116
833.373 1249.068
833.664 1084.814
833.956 1510.966
834.247 1626.015
834.538 1233.385
834.829 1039.821
835.121 1580.032
835.412 1962.622
835.703 1501.806
835.994 1076.890
836.286 1431.228
836.577 1874.917
836.868 1584.696
837.159 1353.130
837.451 1724.515
837.742 1561.672
838.033 1350.985
838.324 1261.923
838.616 1555.535
838.907 2020.867
839.198 1575.466
839.489 1159.660
839.781 1577.866
840.072 1750.060
840.363 1878.780
840.654 1537.078
840.946 1598.474
841.237 1702.086
841.528 1397.918
841.819 1323.744
842.110 1430.520
842.402 1875.198
842.693 1459.255
842.984 1095.572
843.275 1697.675
843.567 2051.299
843.858 1629.945
844.149 1280.734
844.440 1597.354
844.732 1960.088
845.023 1394.414
845.314 1309.836
845.605 1738.597
845.897 1737.216
846.188 1332.041
846.479 1341.572
846.770 1888.019
847.062 1900.641
847.353 1524.702
847.644 1361.393
847.935 1870.815
848.227 1940.639
848.518 1493.425
848.809 1279.227
849.100 1854.939
849.392 1831.405
849.683 1546.134
849.974 1401.959
850.265 1765.298
850.557 2101.226
850.848 1636.345
851.139 1290.566
851.430 1815.475
851.721 1984.904
852.013 1660.173
852.304 1452.266
852.595 1824.965
852.886 2105.252
853.178 1681.718
853.469 1318.488
853.760 1963.089
854.051 2097.938
854.343 1517.214
854.634 1301.024
854.925 1772.107
855.216 1772.667
855.508 1551.007
855.799 1478.843
856.090 1778.266
856.381 2060.874
856.673 1568.063
856.964 1261.434
857.255 1874.900
857.546 1987.336
857.838 1447.850
858.129 1255.280
858.420 1874.759
858.711 1792.745
859.003 1213.643
859.294 1273.878
859.585 1583.590
859.876 1766.161
860.168 1356.641
860.459 1265.014
860.750 1744.955
861.041 2014.934
861.333 1621.252
861.624 1405.809
861.915 1426.173
862.206 1822.727
862.497 1379.628
862.789 1007.479
863.080 1633.637
863.371 1691.897
863.662 1409.512
863.954 1265.601
864.245 1409.889
864.536 1670.101
864.827 1365.170
865.119 1143.183
865.410 1522.839
865.701 1806.655
865.992 1350.303
866.284 1195.866
866.575 1570.495
866.866 1890.493
867.157 1442.403
867.449 1110.072
867.740 1214.028
868.031 1268.299
868.322 1238.764
868.614 1089.781
868.905 1923.448
869.196 1923.694
869.487 1253.715
869.779 1095.675
870.070 1575.181
870.361 1838.675
870.652 1359.721
870.944 1100.708
871.235 1429.720
871.526 1611.527
871.817 1640.317
872.109 1265.330
872.400 1468.031
872.691 1621.605
872.982 1201.722
873.273 1060.559
873.565 1487.777
873.856 1554.431
874.147 1342.300
874.438 1204.430
874.730 1416.982
875.021 1562.113
875.312 1350.030
875.603 1104.234
875.895 1348.201
876.186 1291.729
876.477 1094.781
876.768 1098.287
877.060 1454.975
877.351 1435.443
877.642 1134.403
877.933 947.034
878.225 1312.230
878.516 1576.945
878.807 1240.999
879.098 1296.965
879.390 1306.676
879.681 1378.757
879.972 1233.002
880.263 1119.893
880.555 1312.603
880.846 1630.979
881.137 1185.292
881.428 1015.339
881.720 1376.772
882.011 1390.796
882.302 1101.303
882.593 1038.626
882.884 1084.117
883.176 1409.669
883.467 1238.205
883.758 1040.369
884.049 1416.137
884.341 1652.446
884.632 1221.865
884.923 1029.693
885.214 1339.637
885.506 1425.807
885.797 1184.992
886.088 1103.384
886.379 1248.040
886.671 1373.506
886.962 1180.813
887.253 1052.951
887.544 1471.270
887.836 1623.713
888.127 1167.737
888.418 1011.327
888.709 1467.757
889.001 1748.696
889.292 1266.975
889.583 969.554
889.874 1265.478
890.166 1463.776
890.457 1234.541
890.748 1124.953
891.039 1533.012
891.331 1361.037
891.622 1063.474
891.913 1127.061
892.204 1419.052
892.495 1492.928
892.787 1336.443
893.078 1090.727
893.369 1369.109
893.660 1416.185
893.952 1151.160
894.243 1072.183
894.534 1381.903
894.825 1758.847
895.117 1330.340
895.408 1088.865
895.699 1446.612
895.990 1350.295
896.282 1101.859
896.573 1078.403
896.864 1467.366
897.155 1511.371
897.447 1313.234
897.738 1093.343
898.029 1436.406
898.320 1651.763
898.612 1368.881
898.903 1164.711
899.194 1573.645
899.485 1796.110
899.777 1333.730
900.068 973.253
900.359 1514.957
900.650 1608.114
900.942 1199.329
901.233 1098.341
901.524 1458.492
901.815 2201.795
902.106 1621.398
902.398 1210.720
902.689 1370.394
902.980 1490.316
903.271 1203.037
903.563 1070.596
903.854 1394.734
904.145 1486.655
904.436 1348.398
904.728 1250.890
905.019 1484.357
905.310 1563.264
905.601 1243.960
905.893 1026.480
906.184 1476.903
906.475 1626.390
906.766 1335.571
907.058 1174.256
907.349 1521.124
907.640 1877.907
907.931 1480.646
908.223 1188.572
908.514 1531.253
908.805 1492.008
909.096 1177.026
909.388 1127.835
909.679 1516.764
909.970 1661.904
910.261 1201.605
910.553 1084.567
910.844 1168.480
911.135 1370.955
911.426 1436.281
911.718 1421.828
912.009 1540.513
912.300 1654.081
912.599 1277.668
912.898 1117.843
913.196 1477.865
913.495 1803.807
913.794 1531.265
914.093 1265.905
914.391 1321.151
914.690 1632.296
914.989 1486.071
915.288 1214.045
915.586 1531.136
915.885 1682.015
916.184 1413.199
916.483 1208.372
916.782 1423.789
917.080 1723.176
917.379 1501.250
917.678 1184.251
917.977 1837.736
918.275 1903.287
918.574 1310.783
918.873 1143.112
919.172 1656.239
919.471 1815.844
919.769 1366.444
920.068 1195.737
920.367 1609.646
920.666 1755.017
920.964 1349.175
921.263 1364.866
921.562 1314.305
921.861 1490.134
922.159 1412.907
922.458 1368.535
922.757 1494.175
923.056 1451.351
923.355 1386.630
923.653 1360.109
923.952 1887.347
924.251 2029.275
924.550 1362.014
924.848 1124.244
925.147 1564.191
925.446 1619.561
925.745 1292.987
926.043 1274.105
926.342 1610.085
926.641 1789.718
926.940 1407.076
927.239 1218.502
927.537 1513.081
927.836 1814.709
928.135 1463.616
928.434 1239.715
928.732 1605.657
929.031 1614.316
929.330 1284.007
929.629 1294.457
929.927 1763.572
930.226 1982.224
930.525 1581.104
930.824 1320.124
931.123 1399.115
931.421 1760.175
931.720 1663.140
932.019 1282.767
932.318 1624.282
932.616 1802.320
932.915 1376.695
933.214 1386.871
933.513 1949.505
933.812 2184.161
934.110 1714.497
934.409 1518.307
934.708 1855.044
935.007 2137.506
935.305 1797.938
935.604 1507.658
935.903 1790.211
936.202 2271.520
936.500 1890.763
936.799 1683.769
937.098 2027.495
937.397 2327.796
937.696 2020.199
937.994 1766.038
938.293 2338.346
938.592 2479.485
938.891 1952.893
939.189 1493.507
939.488 2119.568
939.787 2459.567
940.086 2063.995
940.384 1827.981
940.683 2211.015
940.982 2692.631
941.281 2071.780
941.580 1740.339
941.878 2342.338
942.177 2664.964
942.476 2141.922
942.775 1771.187
943.073 2466.606
943.372 2665.102
943.671 2298.524
943.970 1979.082
944.268 2570.266
944.567 2583.190
944.866 1912.372
945.165 1788.562
945.464 2442.644
945.762 2829.828
946.061 2243.692
946.360 1788.947
946.659 2180.238
946.957 2573.953
947.256 2031.404
947.555 1663.244
947.854 2391.488
948.153 2644.421
948.451 2044.703
948.750 1614.988
949.049 2113.525
949.348 2373.978
949.646 1922.989
949.945 1625.584
950.244 2252.468
950.543 2301.405
950.841 1824.061
951.140 1734.335
951.439 2334.532
951.738 2301.089
952.037 1830.255
952.335 1543.675
952.634 1792.093
952.933 2045.656
953.232 1806.345
953.530 1446.332
953.829 1852.283
954.128 2284.085
954.427 1817.338
954.725 1431.893
955.024 1975.997
955.323 2032.766
955.622 1702.898
955.921 1542.051
956.219 1860.332
956.518 2276.601
956.817 1906.349
957.116 1409.257
957.414 1734.432
957.713 2071.027
958.012 1805.747
958.311 1419.048
958.610 1750.777
958.908 2180.060
959.207 1717.730
959.506 1301.233
959.805 1573.449
960.103 1852.327
960.402 1392.843
960.701 1440.288
961.000 1854.025
961.298 1777.851
961.597 1520.922
961.896 1383.077
962.195 1777.316
962.494 1987.791
962.792 1591.301
963.091 1263.962
963.390 1787.534
963.689 1755.118
963.987 1431.109
964.286 1236.552
964.585 1898.257
964.884 2110.744
965.182 1607.258
965.481 1300.017
965.780 1764.578
966.075 1849.643
966.370 1481.767
966.666 1215.991
966.961 1563.168
967.256 1851.128
967.551 1591.395
967.847 1354.358
968.142 1613.042
968.437 1788.844
968.732 1499.636
969.028 1199.351
969.323 1864.613
969.618 2023.631
969.913 1503.279
970.208 1274.084
970.504 1799.866
970.799 2005.347
971.094 1478.089
971.389 1115.251
971.685 1540.593
971.980 1703.889
972.275 1300.291
972.570 1060.531
972.866 1421.431
973.161 1626.824
973.456 1433.172
973.751 1231.565
974.047 1498.521
974.342 1825.752
974.637 1509.477
974.932 1191.846
975.227 1392.666
975.523 1803.772
975.818 1456.159
976.113 1125.028
976.408 1567.299
976.704 1794.570
976.999 1475.063
977.294 1238.396
977.589 1758.140
977.885 1815.359
978.180 1298.319
978.475 1129.866
978.770 1683.268
979.066 1828.258
979.361 1430.842
979.656 1162.617
979.951 1493.011
980.246 1821.257
980.542 1495.512
980.837 1251.453
981.132 1561.691
981.427 1611.673
981.723 1299.735
982.018 1184.028
982.313 1719.596
982.608 1885.890
982.904 1419.016
983.199 1170.790
983.494 1325.151
983.789 1700.170
984.084 1526.190
984.380 1267.210
984.675 1381.229
984.970 1557.249
985.265 1410.268
985.561 1342.288
985.856 1557.307
986.151 1758.327
986.446 1496.346
986.742 1229.366
987.037 1622.385
987.332 1799.405
987.627 1455.424
987.923 1369.444
988.218 1635.463
988.513 1911.482
988.808 1514.502
989.103 1181.521
989.399 1476.540
989.694 1785.560
989.989 1472.579
990.284 1205.598
990.580 1353.617
990.875 1524.637
991.170 1351.656
991.465 1186.675
991.761 1654.694
992.056 1783.713
992.351 1387.732
992.646 1306.751
992.942 1601.770
993.237 1636.790
993.532 1468.809
993.827 1211.828
994.122 1368.847
994.418 1584.866
994.713 1352.885
995.008 1112.904
995.303 1408.923
995.599 1399.941
995.894 1130.960
996.189 1189.979
996.484 1392.998
996.780 1555.017
997.075 1280.036
997.370 1200.055
997.665 1337.073
997.960 1681.092
998.256 1390.111
998.551 1232.130
998.846 1515.148
999.141 1821.167
999.437 1396.186
999.732 1216.204
1000.027 1519.223
1000.322 1590.242
1000.618 1365.260
1000.913 1218.279
1001.208 1581.298
1001.503 1688.316
1001.799 1412.335
1002.094 1218.353
1002.389 1498.372
1002.684 1243.390
1002.979 1021.409
1003.275 1218.427
1003.570 1674.446
1003.865 1687.464
1004.160 1361.483
1004.456 1733.501
1004.751 1829.519
1005.046 1789.538
1005.341 1446.556
1005.637 1174.574
1005.932 1528.593
1006.227 1693.611
1006.522 1323.629
1006.817 1190.648
1007.113 1564.666
1007.408 1916.684
1007.703 1553.702
1007.998 1120.720
1008.294 1639.739
1008.589 1713.757
1008.884 1440.775
1009.179 1231.793
1009.475 1569.811
1009.770 1804.829
1010.065 1387.847
1010.360 1150.865
1010.656 1671.883
1010.951 1692.902
1011.246 1345.920
1011.541 1457.938
1011.836 1771.955
1012.132 1924.973
1012.427 1470.991
1012.722 1247.009
1013.017 1463.027
1013.313 1784.045
1013.608 1522.063
1013.903 1232.081
1014.198 1539.099
1014.494 1513.117
1014.789 1265.134
1015.084 1147.152
1015.379 1428.170
1015.674 1684.188
1015.970 1438.205
1016.265 1201.223
1016.560 1093.241
1016.855 1792.259
1017.151 1495.276
1017.446 1111.294
1017.741 1605.312
1018.036 1671.329
1018.332 1424.347
1018.627 1367.365
1018.922 1492.382
1019.217 1615.400
1019.513 1595.417
1019.808 1371.435
1020.103 1518.452
1020.398 1737.470
1020.693 1585.487
1020.989 1400.505
1021.284 1485.522
1021.579 1767.540
1021.874 1517.557
1022.170 1288.575
1022.465 1480.592
1022.760 1436.609
1023.055 1281.627
1023.351 1165.644
1023.646 1407.661
1023.941 1611.679
1024.236 1335.696
1024.532 1237.713
1024.827 1501.731
1025.122 1825.748
1025.417 1458.765
1025.712 1305.782
1026.008 1667.799
1026.303 1667.817
1026.598 1456.834
1026.893 1443.851
1027.189 1637.868
1027.484 1663.885
1027.779 1376.902
1028.074 1228.919
1028.370 1410.937
1028.665 1661.954
1028.960 1517.971
1029.255 1230.988
1029.550 1509.005
1029.846 1710.022
1030.141 1369.039
1030.436 1278.056
1030.731 2558.073
1031.027 2370.090
1031.322 1494.106
1031.617 1176.123
1031.912 1562.140
1032.208 1644.157
1032.503 1433.174
1032.798 1446.191
1033.093 1675.208
1033.389 1777.225
1033.684 1577.241
1033.979 1298.258
1034.274 1471.275
1034.569 1767.292
1034.865 1446.308
1035.160 1229.325
1035.455 1726.342
1035.750 1880.359
1036.046 1523.375
1036.341 1360.392
1036.636 1498.409
1036.931 1606.425
1037.227 1451.442
1037.522 1273.458
1037.817 1504.475
1038.112 1672.492
1038.407 1431.508
1038.703 1378.525
1038.998 1768.541
1039.293 1778.558
1039.588 1318.574
1039.884 1258.591
1040.179 1635.607
