Wavelength (nm),500ppb_500ms
428.63,73.94
428.77,68.94
428.91,68.94
429.05,72.94
429.19,72.94
429.33,63.94
429.47,58.95
429.61,75.95
429.75,82.95
429.89,71.95
430.03,64.95
430.17,56.95
430.31,71.95
430.45,65.95
430.59,56.95
430.73,58.96
430.86,71.96
431.00,67.96
431.14,58.96
431.28,78.96
431.42,73.96
431.56,62.96
431.70,72.96
431.84,68.96
431.98,65.96
432.12,57.97
432.26,64.97
432.40,70.97
432.54,71.97
432.68,65.97
432.82,79.97
432.96,65.97
433.10,48.97
433.24,58.97
433.38,65.98
433.52,59.98
433.66,52.98
433.80,45.98
433.94,55.98
434.08,73.98
434.22,70.98
434.36,59.98
434.50,53.98
434.64,49.98
434.78,60.99
434.92,56.99
435.06,53.99
435.20,45.99
435.34,52.99
435.48,56.99
435.62,46.99
435.76,48.99
435.90,55.99
436.04,52.99
436.18,62.00
436.32,64.00
436.46,60.00
436.60,61.00
436.74,61.00
436.88,57.00
437.02,52.00
437.16,57.00
437.30,55.00
437.45,46.00
437.59,52.00
437.73,48.01
437.87,41.01
438.01,52.01
438.15,56.01
438.29,47.01
438.43,52.01
438.57,61.01
438.71,46.01
438.85,43.01
438.99,52.01
439.13,55.02
439.27,57.02
439.41,47.02
439.55,51.02
439.69,49.02
439.83,50.02
439.97,41.02
440.11,47.02
440.25,49.02
440.39,50.02
440.53,58.03
440.67,54.03
440.81,43.03
440.95,49.03
441.09,54.03
441.23,43.03
441.37,38.03
441.51,46.03
441.65,44.03
441.79,49.03
441.93,45.03
442.07,44.04
442.22,49.04
442.36,52.04
442.50,52.04
442.64,43.04
442.78,48.04
442.92,50.04
443.06,39.04
443.20,42.04
443.34,47.04
443.48,47.04
443.62,48.05
443.76,47.05
443.90,39.05
444.04,49.05
444.18,50.05
444.32,47.05
444.46,56.05
444.60,53.05
444.74,39.05
444.88,53.05
445.02,57.05
445.17,51.06
445.31,46.06
445.45,51.06
445.59,49.06
445.73,48.06
445.87,50.06
446.01,49.06
446.15,44.06
446.29,46.06
446.43,40.06
446.57,54.06
446.71,52.07
446.85,50.07
446.99,52.07
447.13,48.07
447.27,48.07
447.42,54.07
447.56,52.07
447.70,46.07
447.84,45.07
447.98,44.07
448.12,46.07
448.26,49.08
448.40,47.08
448.54,38.08
448.68,35.08
448.82,39.08
448.96,40.08
449.10,39.08
449.24,42.08
449.39,35.08
449.53,40.08
449.67,46.08
449.81,47.08
449.95,42.09
450.09,41.09
450.23,38.09
450.37,37.09
450.51,50.09
450.65,57.09
450.79,50.09
450.93,46.09
451.08,50.09
451.22,37.09
451.36,37.09
451.50,44.10
451.64,41.10
451.78,36.10
451.92,49.10
452.06,49.10
452.20,34.10
452.34,35.10
452.48,44.10
452.63,39.10
452.77,45.10
452.91,48.10
453.05,44.10
453.19,42.11
453.33,47.11
453.47,43.11
453.61,39.11
453.75,33.11
453.89,25.11
454.04,39.11
454.18,52.11
454.32,31.11
454.46,30.11
454.60,43.11
454.74,46.11
454.88,39.12
455.02,32.12
455.16,33.12
455.30,44.12
455.45,35.12
455.59,38.12
455.73,37.12
455.87,40.12
456.01,37.12
456.15,32.12
456.29,32.12
456.43,38.12
456.57,33.12
456.72,22.13
456.86,32.13
457.00,36.13
457.14,33.13
457.28,38.13
457.42,32.13
457.56,36.13
457.70,37.13
457.85,40.13
457.99,42.13
458.13,42.13
458.27,32.13
458.41,36.14
458.55,31.14
458.69,38.14
458.83,50.14
458.98,49.14
459.12,47.14
459.26,37.14
459.40,36.14
459.54,40.14
459.68,28.14
459.82,30.14
459.96,40.14
460.11,40.14
460.25,41.15
460.39,43.15
460.53,41.15
460.67,37.15
460.81,37.15
460.95,46.15
461.09,31.15
461.24,30.15
461.38,32.15
461.52,36.15
461.66,35.15
461.80,31.15
461.94,31.15
462.08,38.16
462.23,43.16
462.37,35.16
462.51,28.16
462.65,28.16
462.79,35.16
462.93,41.16
463.07,36.16
463.22,41.16
463.36,48.16
463.50,41.16
463.64,39.16
463.78,41.16
463.92,29.17
464.07,29.17
464.21,51.17
464.35,52.17
464.49,40.17
464.63,42.17
464.77,38.17
464.91,34.17
465.06,35.17
465.20,42.17
465.34,39.17
465.48,38.17
465.62,36.17
465.76,40.18
465.91,33.18
466.05,26.18
466.19,37.18
466.33,38.18
466.47,35.18
466.61,50.18
466.76,44.18
466.90,35.18
467.04,37.18
467.18,35.18
467.32,29.18
467.46,40.18
467.61,37.18
467.75,35.19
467.89,29.19
468.03,30.19
468.17,32.19
468.31,38.19
468.46,42.19
468.60,42.19
468.74,35.19
468.88,38.19
469.02,44.19
469.16,45.19
469.31,47.19
469.45,40.19
469.59,29.19
469.73,46.20
469.87,50.20
470.02,39.20
470.16,28.20
470.30,41.20
470.44,34.20
470.58,25.20
470.72,28.20
470.87,26.20
471.01,27.20
471.15,39.20
471.29,36.20
471.43,25.20
471.58,34.20
471.72,44.21
471.86,32.21
472.00,37.21
472.14,41.21
472.29,36.21
472.43,31.21
472.57,36.21
472.71,32.21
472.85,46.21
473.00,46.21
473.14,37.21
473.28,39.21
473.42,42.21
473.56,33.21
473.71,34.22
473.85,43.22
473.99,40.22
474.13,32.22
474.27,30.22
474.42,37.22
474.56,42.22
474.70,36.22
474.84,35.22
474.98,29.22
475.13,35.22
475.27,40.22
475.41,36.22
475.55,32.22
475.69,33.22
475.84,43.23
475.98,42.23
476.12,27.23
476.26,30.23
476.40,40.23
476.55,45.23
476.69,42.23
476.83,31.23
476.97,34.23
477.12,42.23
477.26,41.23
477.40,35.23
477.54,29.23
477.68,32.23
477.83,33.23
477.97,39.24
478.11,28.24
478.25,28.24
478.40,38.24
478.54,35.24
478.68,31.24
478.82,32.24
478.96,31.24
479.11,31.24
479.25,28.24
479.39,27.24
479.53,27.24
479.68,45.24
479.82,42.24
479.96,34.24
480.10,34.25
480.25,24.25
480.39,26.25
480.53,38.25
480.67,23.25
480.81,20.25
480.96,30.25
481.10,29.25
481.24,29.25
481.38,32.25
481.53,22.25
481.67,23.25
481.81,31.25
481.95,26.25
482.10,21.25
482.24,33.25
482.38,26.26
482.52,26.26
482.67,32.26
482.81,31.26
482.95,40.26
483.09,41.26
483.24,34.26
483.38,30.26
483.52,29.26
483.66,24.26
483.81,29.26
483.95,44.26
484.09,38.26
484.23,31.26
484.38,39.26
484.52,39.26
484.66,33.27
484.80,27.27
484.95,22.27
485.09,23.27
485.23,27.27
485.37,32.27
485.52,23.27
485.66,22.27
485.80,23.27
485.94,25.27
486.09,26.27
486.23,24.27
486.37,25.27
486.52,27.27
486.66,35.27
486.80,34.27
486.94,28.28
487.09,34.28
487.23,39.28
487.37,26.28
487.51,22.28
487.66,26.28
487.80,30.28
487.94,37.28
488.08,27.28
488.23,31.28
488.37,28.28
488.51,35.28
488.66,37.28
488.80,29.28
488.94,32.28
489.08,31.28
489.23,25.29
489.37,35.29
489.51,35.29
489.66,29.29
489.80,31.29
489.94,36.29
490.08,40.29
490.23,43.29
490.37,30.29
490.51,24.29
490.66,35.29
490.80,36.29
490.94,34.29
491.08,33.29
491.23,34.29
491.37,41.29
491.51,31.29
491.66,25.30
491.80,27.30
491.94,27.30
492.08,22.30
492.23,37.30
492.37,44.30
492.51,39.30
492.66,38.30
492.80,37.30
492.94,24.30
493.08,34.30
493.23,38.30
493.37,35.30
493.51,33.30
493.66,36.30
493.80,27.30
493.94,30.30
494.09,38.31
494.23,37.31
494.37,34.31
494.51,31.31
494.66,26.31
494.80,31.31
494.94,24.31
495.09,24.31
495.23,24.31
495.37,30.31
495.52,34.31
495.66,31.31
495.80,24.31
495.95,37.31
496.09,36.31
496.23,25.31
496.38,23.31
496.52,30.31
496.66,35.32
496.80,38.32
496.95,37.32
497.09,37.32
497.23,22.32
497.38,24.32
497.52,28.32
497.66,21.32
497.81,32.32
497.95,37.32
498.09,28.32
498.24,30.32
498.38,38.32
498.52,36.32
498.67,29.32
498.81,32.32
498.95,38.32
499.10,44.32
499.24,28.33
499.38,19.33
499.53,20.33
499.67,32.33
499.81,39.33
499.96,35.33
500.10,24.33
500.24,26.33
500.39,30.33
500.53,30.33
500.67,32.33
500.82,37.33
500.96,29.33
501.10,27.33
501.25,26.33
501.39,29.33
501.53,21.33
501.68,27.33
501.82,31.34
501.96,42.34
502.11,36.34
502.25,34.34
502.39,38.34
502.54,39.34
502.68,41.34
502.82,35.34
502.97,29.34
503.11,30.34
503.25,29.34
503.40,27.34
503.54,25.34
503.69,27.34
503.83,31.34
503.97,44.34
504.12,43.34
504.26,28.34
504.40,27.34
504.55,35.35
504.69,28.35
504.83,27.35
504.98,33.35
505.12,35.35
505.26,29.35
505.41,28.35
505.55,26.35
505.69,31.35
505.84,28.35
505.98,37.35
506.13,44.35
506.27,47.35
506.41,35.35
506.56,39.35
506.70,33.35
506.84,23.35
506.99,23.35
507.13,27.35
507.28,26.36
507.42,29.36
507.56,36.36
507.71,36.36
507.85,22.36
507.99,28.36
508.14,28.36
508.28,31.36
508.42,36.36
508.57,34.36
508.71,36.36
508.86,37.36
509.00,28.36
509.14,22.36
509.29,28.36
509.43,29.36
509.57,31.36
509.72,34.36
509.86,33.36
510.01,37.36
510.15,32.37
510.29,29.37
510.44,28.37
510.58,31.37
510.73,28.37
510.87,32.37
511.01,39.37
511.16,33.37
511.30,39.37
511.45,40.37
511.59,33.37
511.73,23.37
511.88,23.37
512.02,25.37
512.16,31.37
512.31,32.37
512.45,33.37
512.60,26.37
512.74,30.37
512.88,36.37
513.03,26.38
513.17,27.38
513.32,22.38
513.46,17.38
513.60,24.38
513.75,28.38
513.89,35.38
514.04,42.38
514.18,38.38
514.32,38.38
514.47,33.38
514.61,32.38
514.76,24.38
514.90,20.38
515.04,28.38
515.19,24.38
515.33,32.38
515.48,32.38
515.62,24.38
515.77,35.38
515.91,41.38
516.05,39.39
516.20,36.39
516.34,32.39
516.49,36.39
516.63,33.39
516.77,25.39
516.92,22.39
517.06,31.39
517.21,41.39
517.35,35.39
517.50,34.39
517.64,27.39
517.78,32.39
517.93,39.39
518.07,47.39
518.22,32.39
518.36,24.39
518.50,30.39
518.65,32.39
518.79,34.39
518.94,34.39
519.08,28.40
519.23,26.40
519.37,26.40
519.51,30.40
519.66,28.40
519.80,34.40
519.95,31.40
520.09,29.40
520.24,33.40
520.38,35.40
520.52,33.40
520.67,34.40
520.81,29.40
520.96,33.40
521.10,40.40
521.25,45.40
521.39,31.40
521.54,33.40
521.68,45.40
521.82,37.40
521.97,32.40
522.11,35.41
522.26,29.41
522.40,31.41
522.55,29.41
522.69,32.41
522.84,26.41
522.98,35.41
523.12,28.41
523.27,25.41
523.41,23.41
523.56,31.41
523.70,26.41
523.85,20.41
523.99,21.41
524.14,29.41
524.28,21.41
524.42,22.41
524.57,23.41
524.71,22.41
524.86,21.41
525.00,28.41
525.15,28.41
525.29,40.41
525.44,42.42
525.58,36.42
525.73,33.42
525.87,29.42
526.02,36.42
526.16,47.42
526.30,39.42
526.45,31.42
526.59,26.42
526.74,35.42
526.88,29.42
527.03,28.42
527.17,33.42
527.32,31.42
527.46,30.42
527.61,35.42
527.75,26.42
527.90,29.42
528.04,26.42
528.19,29.42
528.33,25.42
528.47,27.42
528.62,26.43
528.76,24.43
528.91,26.43
529.05,34.43
529.20,27.43
529.34,31.43
529.49,34.43
529.63,42.43
529.78,42.43
529.92,32.43
530.07,23.43
530.21,30.43
530.36,27.43
530.50,17.43
530.65,21.43
530.79,39.43
530.94,35.43
531.08,35.43
531.23,36.43
531.37,30.43
531.52,27.43
531.66,38.43
531.81,27.43
531.95,26.43
532.10,33.44
532.24,31.44
532.39,22.44
532.53,20.44
532.68,30.44
532.82,32.44
532.97,24.44
533.11,28.44
533.26,26.44
533.40,24.44
533.55,26.44
533.69,38.44
533.84,31.44
533.98,37.44
534.13,37.44
534.27,30.44
534.42,37.44
534.56,41.44
534.71,27.44
534.85,32.44
535.00,31.44
535.14,27.44
535.29,22.44
535.43,30.44
535.58,29.45
535.72,22.45
535.87,27.45
536.01,29.45
536.16,28.45
536.30,33.45
536.45,25.45
536.59,16.45
536.74,23.45
536.88,28.45
537.03,21.45
537.17,15.45
537.32,16.45
537.46,25.45
537.61,24.45
537.75,36.45
537.90,37.45
538.04,36.45
538.19,31.45
538.33,35.45
538.48,34.45
538.62,32.45
538.77,29.45
538.91,20.45
539.06,19.46
539.21,18.46
539.35,16.46
539.50,22.46
539.64,26.46
539.79,42.46
539.93,38.46
540.08,29.46
540.22,24.46
540.37,20.46
540.51,23.46
540.66,31.46
540.80,25.46
540.95,30.46
541.09,37.46
541.24,42.46
541.39,38.46
541.53,27.46
541.68,23.46
541.82,26.46
541.97,28.46
542.11,30.46
542.26,27.46
542.40,33.46
542.55,40.46
542.69,33.46
542.84,33.47
542.98,23.47
543.13,29.47
543.28,35.47
543.42,37.47
543.57,32.47
543.71,28.47
543.86,43.47
544.00,43.47
544.15,39.47
544.29,26.47
544.44,17.47
544.59,27.47
544.73,33.47
544.88,24.47
545.02,35.47
545.17,43.47
545.31,30.47
545.46,22.47
545.60,31.47
545.75,28.47
545.90,16.47
546.04,27.47
546.19,36.47
546.33,25.47
546.48,29.47
546.62,31.48
546.77,29.48
546.91,33.48
547.06,40.48
547.21,29.48
547.35,19.48
547.50,28.48
547.64,35.48
547.79,31.48
547.93,37.48
548.08,37.48
548.23,36.48
548.37,41.48
548.52,39.48
548.66,27.48
548.81,36.48
548.95,35.48
549.10,24.48
549.25,14.48
549.39,29.48
549.54,26.48
549.68,29.48
549.83,30.48
549.97,30.48
550.12,32.48
550.27,30.48
550.41,26.49
550.56,33.49
550.70,18.49
550.85,20.49
551.00,29.49
551.14,36.49
551.29,29.49
551.43,30.49
551.58,35.49
551.72,31.49
551.87,29.49
552.02,31.49
552.16,24.49
552.31,27.49
552.45,25.49
552.60,31.49
552.75,25.49
552.89,27.49
553.04,31.49
553.18,27.49
553.33,25.49
553.48,26.49
553.62,33.49
553.77,29.49
553.91,29.49
554.06,35.49
554.21,20.49
554.35,28.49
554.50,27.50
554.64,31.50
554.79,35.50
554.94,32.50
555.08,22.50
555.23,22.50
555.37,35.50
555.52,31.50
555.67,26.50
555.81,25.50
555.96,11.50
556.10,14.50
556.25,20.50
556.40,21.50
556.54,19.50
556.69,33.50
556.84,34.50
556.98,32.50
557.13,41.50
557.27,37.50
557.42,22.50
557.57,28.50
557.71,33.50
557.86,31.50
558.00,32.50
558.15,43.50
558.30,36.50
558.44,23.50
558.59,27.51
558.74,30.51
558.88,23.51
559.03,24.51
559.17,32.51
559.32,31.51
559.47,30.51
559.61,35.51
559.76,25.51
559.91,22.51
560.05,39.51
560.20,38.51
560.34,23.51
560.49,33.51
560.64,32.51
560.78,31.51
560.93,39.51
561.08,34.51
561.22,21.51
561.37,22.51
561.52,35.51
561.66,34.51
561.81,17.51
561.95,19.51
562.10,22.51
562.25,33.51
562.39,34.51
562.54,20.51
562.69,23.51
562.83,37.52
562.98,28.52
563.13,19.52
563.27,30.52
563.42,41.52
563.57,39.52
563.71,30.52
563.86,34.52
564.00,29.52
564.15,23.52
564.30,26.52
564.44,27.52
564.59,34.52
564.74,37.52
564.88,38.52
565.03,33.52
565.18,26.52
565.32,22.52
565.47,18.52
565.62,23.52
565.76,35.52
565.91,41.52
566.06,34.52
566.20,33.52
566.35,36.52
566.50,35.52
566.64,35.52
566.79,32.52
566.94,30.52
567.08,33.52
567.23,42.52
567.38,31.53
567.52,28.53
567.67,29.53
567.82,32.53
567.96,29.53
568.11,23.53
568.26,34.53
568.40,45.53
568.55,48.53
568.70,37.53
568.84,23.53
568.99,25.53
569.14,31.53
569.28,29.53
569.43,31.53
569.58,31.53
569.72,34.53
569.87,34.53
570.02,35.53
570.16,34.53
570.31,25.53
570.46,24.53
570.60,33.53
570.75,30.53
570.90,18.53
571.04,18.53
571.19,25.53
571.34,30.53
571.48,26.53
571.63,16.53
571.78,17.53
571.93,21.54
572.07,27.54
572.22,20.54
572.37,16.54
572.51,31.54
572.66,39.54
572.81,32.54
572.95,27.54
573.10,23.54
573.25,21.54
573.39,31.54
573.54,34.54
573.69,38.54
573.84,29.54
573.98,25.54
574.13,33.54
574.28,36.54
574.42,31.54
574.57,30.54
574.72,35.54
574.86,33.54
575.01,23.54
575.16,17.54
575.31,25.54
575.45,40.54
575.60,34.54
575.75,30.54
575.89,26.54
576.04,29.54
576.19,20.54
576.33,26.54
576.48,33.54
576.63,34.55
576.78,25.55
576.92,30.55
577.07,25.55
577.22,22.55
577.36,29.55
577.51,37.55
577.66,34.55
577.81,36.55
577.95,28.55
578.10,27.55
578.25,31.55
578.39,38.55
578.54,32.55
578.69,34.55
578.84,32.55
578.98,36.55
579.13,37.55
579.28,30.55
579.42,27.55
579.57,34.55
579.72,29.55
579.87,29.55
580.01,31.55
580.16,26.55
580.31,27.55
580.46,27.55
580.60,19.55
580.75,23.55
580.90,23.55
581.04,15.55
581.19,18.55
581.34,30.55
581.49,30.56
581.63,36.56
581.78,33.56
581.93,29.56
582.08,18.56
582.22,30.56
582.37,33.56
582.52,32.56
582.67,26.56
582.81,30.56
582.96,31.56
583.11,28.56
583.26,22.56
583.40,24.56
583.55,20.56
583.70,25.56
583.85,22.56
583.99,25.56
584.14,31.56
584.29,30.56
584.44,23.56
584.58,31.56
584.73,32.56
584.88,34.56
585.03,33.56
585.17,44.56
585.32,43.56
585.47,39.56
585.62,35.56
585.76,35.56
585.91,26.56
586.06,18.56
586.21,25.56
586.35,25.56
586.50,21.57
586.65,31.57
586.80,31.57
586.94,25.57
587.09,13.57
587.24,15.57
587.39,19.57
587.53,36.57
587.68,35.57
587.83,20.57
587.98,17.57
588.12,26.57
588.27,21.57
588.42,24.57
588.57,27.57
588.72,31.57
588.86,31.57
589.01,39.57
589.16,40.57
589.31,26.57
589.45,20.57
589.60,22.57
589.75,25.57
589.90,36.57
590.04,31.57
590.19,31.57
590.34,38.57
590.49,36.57
590.64,27.57
590.78,25.57
590.93,32.57
591.08,38.57
591.23,25.57
591.37,29.57
591.52,31.57
591.67,30.57
591.82,30.58
591.97,30.58
592.11,32.58
592.26,37.58
592.41,20.58
592.56,28.58
592.71,29.58
592.85,29.58
593.00,31.58
593.15,30.58
593.30,34.58
593.44,31.58
593.59,33.58
593.74,31.58
593.89,20.58
594.04,26.58
594.18,33.58
594.33,24.58
594.48,19.58
594.63,26.58
594.78,32.58
594.92,39.58
595.07,31.58
595.22,18.58
595.37,37.58
595.52,35.58
595.66,23.58
595.81,21.58
595.96,27.58
596.11,23.58
596.26,20.58
596.40,21.58
596.55,24.58
596.70,32.58
596.85,25.58
597.00,29.58
597.14,29.59
597.29,31.59
597.44,34.59
597.59,33.59
597.74,25.59
597.89,25.59
598.03,34.59
598.18,28.59
598.33,29.59
598.48,38.59
598.63,38.59
598.77,32.59
598.92,17.59
599.07,24.59
599.22,32.59
599.37,33.59
599.52,27.59
599.66,18.59
599.81,18.59
599.96,21.59
600.11,24.59
600.26,26.59
600.40,28.59
600.55,28.59
600.70,27.59
600.85,34.59
601.00,31.59
601.15,21.59
601.29,14.59
601.44,23.59
601.59,35.59
601.74,36.59
601.89,31.59
602.04,29.59
602.18,24.59
602.33,26.59
602.48,21.59
602.63,25.59
602.78,27.59
602.93,17.60
603.07,17.60
603.22,22.60
603.37,32.60
603.52,42.60
603.67,35.60
603.82,39.60
603.96,23.60
604.11,26.60
604.26,36.60
604.41,42.60
604.56,30.60
604.71,27.60
604.86,28.60
605.00,27.60
605.15,26.60
605.30,29.60
605.45,25.60
605.60,32.60
605.75,19.60
605.89,20.60
606.04,33.60
606.19,39.60
606.34,29.60
606.49,22.60
606.64,23.60
606.79,31.60
606.93,30.60
607.08,32.60
607.23,30.60
607.38,25.60
607.53,22.60
607.68,27.60
607.83,29.60
607.97,31.60
608.12,35.60
608.27,26.60
608.42,23.60
608.57,33.60
608.72,32.61
608.87,34.61
609.02,35.61
609.16,38.61
609.31,28.61
609.46,25.61
609.61,18.61
609.76,18.61
609.91,18.61
610.06,22.61
610.20,30.61
610.35,31.61
610.50,30.61
610.65,40.61
610.80,41.61
610.95,30.61
611.10,28.61
611.25,32.61
611.39,24.61
611.54,30.61
611.69,33.61
611.84,31.61
611.99,29.61
612.14,32.61
612.29,35.61
612.44,37.61
612.59,39.61
612.73,32.61
612.88,23.61
613.03,34.61
613.18,38.61
613.33,36.61
613.48,30.61
613.63,26.61
613.78,27.61
613.93,32.61
614.07,36.61
614.22,29.61
614.37,28.61
614.52,33.61
614.67,31.61
614.82,26.62
614.97,17.62
615.12,26.62
615.27,28.62
615.41,22.62
615.56,23.62
615.71,32.62
615.86,26.62
616.01,20.62
616.16,24.62
616.31,23.62
616.46,30.62
616.61,32.62
616.76,27.62
616.90,28.62
617.05,35.62
617.20,37.62
617.35,23.62
617.50,20.62
617.65,20.62
617.80,18.62
617.95,19.62
618.10,32.62
618.25,19.62
618.40,23.62
618.54,31.62
618.69,20.62
618.84,26.62
618.99,43.62
619.14,34.62
619.29,24.62
619.44,28.62
619.59,33.62
619.74,32.62
619.89,31.62
620.04,30.62
620.19,18.62
620.33,22.62
620.48,32.62
620.63,34.62
620.78,34.62
620.93,31.62
621.08,25.62
621.23,33.63
621.38,45.63
621.53,38.63
621.68,20.63
621.83,29.63
621.98,29.63
622.13,21.63
622.27,28.63
622.42,30.63
622.57,28.63
622.72,34.63
622.87,36.63
623.02,39.63
623.17,29.63
623.32,23.63
623.47,27.63
623.62,29.63
623.77,24.63
623.92,37.63
624.07,33.63
624.22,30.63
624.37,40.63
624.52,40.63
624.66,32.63
624.81,28.63
624.96,30.63
625.11,36.63
625.26,40.63
625.41,28.63
625.56,28.63
625.71,30.63
625.86,31.63
626.01,23.63
626.16,22.63
626.31,28.63
626.46,24.63
626.61,17.63
626.76,21.63
626.91,34.63
627.06,44.63
627.21,39.63
627.36,27.63
627.50,21.63
627.65,25.63
627.80,25.64
627.95,25.64
628.10,31.64
628.25,34.64
628.40,34.64
628.55,31.64
628.70,36.64
628.85,39.64
629.00,17.64
629.15,27.64
629.30,28.64
629.45,31.64
629.60,34.64
629.75,30.64
629.90,25.64
630.05,31.64
630.20,39.64
630.35,35.64
630.50,67.64
630.65,66.64
630.80,33.64
630.95,23.64
631.10,12.64
631.25,22.64
631.40,25.64
631.55,31.64
631.70,16.64
631.85,20.64
631.99,25.64
632.14,25.64
632.29,27.64
632.44,23.64
632.59,19.64
632.74,22.64
632.89,31.64
633.04,37.64
633.19,22.64
633.34,25.64
633.49,25.64
633.64,28.64
633.79,24.64
633.94,26.64
634.09,23.64
634.24,29.64
634.39,32.64
634.54,30.64
634.69,32.65
634.84,35.65
634.99,28.65
635.14,27.65
635.29,20.65
635.44,26.65
635.59,21.65
635.74,29.65
635.89,32.65
636.04,31.65
636.19,20.65
636.34,21.65
636.49,23.65
636.64,21.65
636.79,22.65
636.94,30.65
637.09,24.65
637.24,21.65
637.39,25.65
637.54,30.65
637.69,26.65
637.84,31.65
637.99,23.65
638.14,19.65
638.29,26.65
638.44,35.65
638.59,34.65
638.74,40.65
638.89,27.65
639.04,22.65
639.19,30.65
639.34,24.65
639.49,27.65
639.64,40.65
639.79,28.65
639.94,17.65
640.09,26.65
640.24,30.65
640.39,28.65
640.54,30.65
640.69,33.65
640.84,34.65
640.99,35.65
641.14,35.65
641.29,23.65
641.44,30.65
641.59,36.65
641.74,30.65
641.90,29.66
642.05,27.66
642.20,21.66
642.35,21.66
642.50,29.66
642.65,38.66
642.80,33.66
642.95,28.66
643.10,17.66
643.25,18.66
643.40,25.66
643.55,36.66
643.70,34.66
643.85,20.66
644.00,17.66
644.15,26.66
644.30,27.66
644.45,22.66
644.60,29.66
644.75,32.66
644.90,28.66
645.05,32.66
645.20,29.66
645.35,21.66
645.50,16.66
645.65,18.66
645.80,29.66
645.95,30.66
646.10,30.66
646.26,38.66
646.41,36.66
646.56,31.66
646.71,26.66
646.86,23.66
647.01,21.66
647.16,22.66
647.31,31.66
647.46,37.66
647.61,27.66
647.76,32.66
647.91,30.66
648.06,22.66
648.21,27.66
648.36,30.66
648.51,26.66
648.66,25.66
648.81,19.66
648.96,23.66
649.11,35.66
649.27,37.66
649.42,32.66
649.57,27.67
649.72,24.67
649.87,27.67
650.02,24.67
650.17,24.67
650.32,37.67
650.47,35.67
650.62,32.67
650.77,34.67
650.92,33.67
651.07,40.67
651.22,30.67
651.37,23.67
651.53,28.67
651.68,25.67
651.83,26.67
651.98,23.67
652.13,29.67
652.28,32.67
652.43,26.67
652.58,23.67
652.73,32.67
652.88,29.67
653.03,33.67
653.18,30.67
653.33,23.67
653.48,29.67
653.64,24.67
653.79,28.67
653.94,27.67
654.09,31.67
654.24,27.67
654.39,31.67
654.54,33.67
654.69,28.67
654.84,26.67
654.99,30.67
655.14,26.67
655.29,25.67
655.45,29.67
655.60,24.67
655.75,25.67
655.90,27.67
656.05,19.67
656.20,19.67
656.35,19.67
656.50,27.67
656.65,32.67
656.80,34.67
656.95,24.67
657.11,26.67
657.26,22.67
657.41,24.68
657.56,27.68
657.71,33.68
657.86,27.68
658.01,38.68
658.16,35.68
658.31,21.68
658.46,23.68
658.62,41.68
658.77,31.68
658.92,22.68
659.07,22.68
659.22,37.68
659.37,35.68
659.52,27.68
659.67,22.68
659.82,29.68
659.98,27.68
660.13,31.68
660.28,26.68
660.43,31.68
660.58,36.68
660.73,28.68
660.88,26.68
661.03,24.68
661.18,28.68
661.34,32.68
661.49,36.68
661.64,34.68
661.79,21.68
661.94,30.68
662.09,35.68
662.24,40.68
662.39,29.68
662.55,30.68
662.70,32.68
662.85,32.68
663.00,26.68
663.15,27.68
663.30,22.68
663.45,27.68
663.60,28.68
663.76,25.68
663.91,23.68
664.06,31.68
664.21,34.68
664.36,30.68
664.51,22.68
664.66,27.68
664.81,28.68
664.97,35.68
665.12,31.68
665.27,29.68
665.42,21.68
665.57,29.68
665.72,64.69
665.87,55.69
666.03,28.69
666.18,29.69
666.33,27.69
666.48,32.69
666.63,32.69
666.78,23.69
666.93,26.69
667.08,27.69
667.24,19.69
667.39,29.69
667.54,33.69
667.69,28.69
667.84,25.69
667.99,29.69
668.15,32.69
668.30,36.69
668.45,24.69
668.60,27.69
668.75,34.69
668.90,33.69
669.05,27.69
669.21,21.69
669.36,26.69
669.51,30.69
669.66,18.69
669.81,15.69
669.96,24.69
670.12,20.69
670.27,19.69
670.42,29.69
670.57,31.69
670.72,32.69
670.87,23.69
671.02,30.69
671.18,31.69
671.33,38.69
671.48,32.69
671.63,24.69
671.78,21.69
671.93,26.69
672.09,29.69
672.24,21.69
672.39,26.69
672.54,31.69
672.69,30.69
672.84,28.69
673.00,31.69
673.15,30.69
673.30,25.69
673.45,27.69
673.60,29.69
673.75,35.69
673.91,29.69
674.06,30.69
674.21,24.69
674.36,25.69
674.51,23.70
674.67,33.70
674.82,27.70
674.97,26.70
675.12,24.70
675.27,12.70
675.42,25.70
675.58,34.70
675.73,28.70
675.88,23.70
676.03,26.70
676.18,25.70
676.34,28.70
676.49,30.70
676.64,21.70
676.79,22.70
676.94,32.70
677.10,34.70
677.25,20.70
677.40,22.70
677.55,26.70
677.70,24.70
677.85,26.70
678.01,28.70
678.16,13.70
678.31,24.70
678.46,34.70
678.61,26.70
678.77,16.70
678.92,17.70
679.07,23.70
679.22,22.70
679.37,25.70
679.53,25.70
679.68,23.70
679.83,35.70
679.98,31.70
680.13,31.70
680.29,26.70
680.44,26.70
680.59,21.70
680.74,35.70
680.90,29.70
681.05,32.70
681.20,28.70
681.35,13.70
681.50,24.70
681.66,33.70
681.81,26.70
681.96,29.70
682.11,26.70
682.26,24.70
682.42,28.70
682.57,30.70
682.72,17.70
682.87,23.70
683.02,21.70
683.18,26.70
683.33,28.70
683.48,19.70
